Model,Item,Part No.,Part Description (TCLNA), Price ,Type,Year Sold
TPC-12C/KAB,,8170070001A,Splash motor, $ 46.52 ,Portable,2021
TPC-12C/KAB,,1075090029,Splash motor left cover, $- ,Portable,2021
TPC-12C/KAB,,8.11E+08,Sponge of window slider 1, $- ,Portable,2021
TPC-12C/KAB,,810700360,Sponge of window slider 2, $- ,Portable,2021
TPC-12C/KAB,,1175032001B,Step motor, $ 21.60 ,Portable,2021
TPC-12C/KAB,,811202395,Suction pipe, $- ,Portable,2021
TPC-12C/KAB,,810700697,Support of deflector, $ 2.00 ,Portable,2021
TPC-12C/KAB,,811303439,Top pad, $- ,Portable,2021
TPC-12C/KAB,,810700501,Top panel, $- ,Portable,2021
TPC-12C/KAB,,810700700,Under Duct, $- ,Portable,2021
TPC-12C/KAB,,810700510,Upper Duct, $- ,Portable,2021
TPC-12C/KAB,,811303354,Upper foam, $- ,Portable,2021
TPC-12C/KAB,,1075110004AA,"Window slider kit, oval", $ 15.08 ,Portable,2021
TPC-12C/KAB,,810700693,"Window slider, Circle 5""", $ 14.54 ,Portable,2021
TPC-14C/KA,,810700512,Air outlet part 1, $- ,Portable,2021
TPC-14C/KA,,810700513,Air outlet part 2, $- ,Portable,2021
TPC-14C/KA,,810700223,Axis of fan, $- ,Portable,2021
TPC-14C/KA,,810700695B,Back panel, $- ,Portable,2021
TPC-14C/KA,,814100291A,Base, $- ,Portable,2021
TPC-14C/KA,,811303355,Bottom foam, $- ,Portable,2021
TPC-14C/KA,,1085110009,Capacitor clamp, $- ,Portable,2021
TPC-14C/KA,,810900225,Capacitor of compressor, $ 17.01 ,Portable,2021
TPC-14C/KA,,811200918,Capillary, $- ,Portable,2021
TPC-14C/KA,,1075100021,Caster Lock, $ 2.00 ,Portable,2021
TPC-14C/KA,,8070032005,"caster, single", $ 3.24 ,Portable,2021
TPC-14C/KA,,810700228,Centrifugal fan, $ 10.00 ,Portable,2021
TPC-14C/KA,,1075090015,Clamp, $- ,Portable,2021
TPC-14C/KA,,811200595,Compressor, $- ,Portable,2021
TPC-14C/KA,,811200609,Condenser, $- ,Portable,2021
TPC-14C/KA,,810800094,Condensor protector, $- ,Portable,2021
TPC-14C/KA,,810800044,Condensor top bar, $- ,Portable,2021
TPC-14C/KA,,810900378,Control circuit board, $- ,Portable,2021
TPC-14C/KA,,810700698,Deflector link, $ 0.50 ,Portable,2021
TPC-14C/KA,,811200917,Discharge pipe, $- ,Portable,2021
TPC-14C/KA,,810900379,Display board, $ 41.80 ,Portable,2021
TPC-14C/KA,,210703134,Drain Cap Tether, $ 2.75 ,Portable,2021
TPC-14C/KA,,214106113B,Drain Hose Cap, $ 0.35 ,Portable,2021
TPC-14C/KA,,810700235,Electrical box, $- ,Portable,2021
TPC-14C/KA,,810800052,Electrical box cover, $- ,Portable,2021
TPC-14C/KA,,811200910,Evaporator, $- ,Portable,2021
TPC-14C/KA,,8120120025A,Exhaust Hose, $ 12.30 ,Portable,2021
TPC-14C/KA,,810900103E,Fan motor, $- ,Portable,2021
TPC-14C/KA,,810900137C,Fan motor, $ 67.98 ,Portable,2021
TPC-14C/KA,,1170100037,Fan motor capacitor, $ 9.76 ,Portable,2021
TPC-14C/KA,,1170100044,Fan motor capacitor, $ 5.68 ,Portable,2021
TPC-14C/KA,,810700219,Fan of evaporator, $- ,Portable,2021
TPC-14C/KA,,810700503B,Filter, $ 13.44 ,Portable,2021
TPC-14C/KA,,810800114,Fixer of compressor, $- ,Portable,2021
TPC-14C/KA,,810700514,Fixer of fan motor, $- ,Portable,2021
TPC-14C/KA,,810700692,Fixer of motor, $- ,Portable,2021
TPC-14C/KA,,810800107,Fixer of window slider, $- ,Portable,2021
TPC-14C/KA,,810900031A,Float switch, $- ,Portable,2021
TPC-14C/KA,,810700229,Front duct of condenser, $- ,Portable,2021
TPC-14C/KA,,810700763F,Front panel, $- ,Portable,2021
TPC-14C/KA,,811302422,Front support of package, $- ,Portable,2021
TPC-14C/KA,,210703297,Gasket of Cap, $ 2.00 ,Portable,2021
TPC-14C/KA,,810700502B,Grill of evaporator, $- ,Portable,2021
TPC-14C/KA,,810700507,Horizon deflector 2, $ 8.16 ,Portable,2021
TPC-14C/KA,,810700696,Horizon deflector link 1, $ 4.56 ,Portable,2021
TPC-14C/KA,,810700209A,"Hose inlet, 5""", $ 3.60 ,Portable,2021
TPC-14C/KA,,810700345A,"Hose outlet, Circle 5""", $ 4.75 ,Portable,2021
TPC-14C/KA,,810700045AA,"Hose outlet, oval", $ 5.70 ,Portable,2021
TPC-14C/KA,,810700515,lead of water, $- ,Portable,2021
TPC-14C/KA,,810800041,left bracket for splash motor, $ 1.44 ,Portable,2021
TPC-14C/KA,,810700505,Left handle, $ 1.50 ,Portable,2021
TPC-14C/KA,,811303440,Pad of lower foam, $- ,Portable,2021
TPC-14C/KA,,811303721C,Panel sticker, $- ,Portable,2021
TPC-14C/KA,,810900093,Power cord, $ 37.74 ,Portable,2021
TPC-14C/KA,,810800086,Protect net, $ 4.04 ,Portable,2021
TPC-14C/KA,,810800108,Protect net of window slider, $ 2.54 ,Portable,2021
TPC-14C/KA,,810700230,Rear duct of condenser, $- ,Portable,2021
TPC-14C/KA,,811302423,Rear support of package, $- ,Portable,2021
TPC-14C/KA,,8090950003B,Receiver board, $ 14.88 ,Portable,2021
TPC-14C/KA,,810900417B,Remote controller, $ 12.87 ,Portable,2021
TPC-14C/KA,,810800046,Right bracket for splash motor, $ 1.00 ,Portable,2021
TPC-14C/KA,,810700504,Right handle, $ 2.04 ,Portable,2021
TPC-14C/KA,,1073030201,Sensor fixer, $- ,Portable,2021
TPC-14C/KA,,1175032007,Sensor resistance, $ 8.04 ,Portable,2021
TPC-14C/KA,,810700232,Splash disk, $- ,Portable,2021
TPC-14C/KA,,1075090017,Splash moter right cover, $- ,Portable,2021
TPC-14C/KA,,8170070001A,Splash motor, $ 46.52 ,Portable,2021
TPC-14C/KA,,1075090029,Splash motor left cover, $- ,Portable,2021
TPC-14C/KA,,810700789,Sponge of window slider 1, $- ,Portable,2021
TPC-14C/KA,,810700360,Sponge of window slider 2, $- ,Portable,2021
TPC-14C/KA,,1175032001B,Step motor, $ 21.60 ,Portable,2021
TPC-14C/KA,,810700027,Stopper, $ 1.54 ,Portable,2021
TPC-14C/KA,,811200949,Suction pipe, $- ,Portable,2021
TPC-14C/KA,,810700697,Support of deflector, $ 2.00 ,Portable,2021
TPC-14C/KA,,811303439,Top pad, $- ,Portable,2021
TPC-14C/KA,,810700501,Top panel, $- ,Portable,2021
TPC-14C/KA,,810700700,Under Duct, $- ,Portable,2021
TPC-14C/KA,,810700510,Upper Duct, $- ,Portable,2021
TPC-14C/KA,,811303354,Upper foam, $- ,Portable,2021
TPC-14C/KA,,1075110004AA,"Window slider kit, oval", $ 15.08 ,Portable,2021
TPC-14C/KA,,810700693,"Window slider, Circle 5""", $ 14.54 ,Portable,2021
TPC-14C/KAB,,811201160,4-way valve subassembly, $- ,Portable,2021
TPC-14C/KAB,,8170110005B,4-way valve wiring, $- ,Portable,2021
TPC-14C/KAB,,810700512A,Air outlet part 1, $- ,Portable,2021
TPC-14C/KAB,,810700513A,Air outlet part 2, $- ,Portable,2021
TPC-14C/KAB,,810700223,Axis of fan, $- ,Portable,2021
TPC-14C/KAB,,810700695,Back panel, $- ,Portable,2021
TPC-14C/KAB,,814100291C,Base, $- ,Portable,2021
TPC-14C/KAB,,1085110009,Capacitor clamp, $- ,Portable,2021
TPC-14C/KAB,,810900225,Capacitor of compressor, $ 17.01 ,Portable,2021
TPC-14C/KAB,,811200598,Capillary, $- ,Portable,2021
TPC-14C/KAB,,810701160,"caster, set of four", $ 3.92 ,Portable,2021
TPC-14C/KAB,,810700228,Centrifugal fan, $ 10.00 ,Portable,2021
TPC-14C/KAB,,1075090015,Clamp, $- ,Portable,2021
TPC-14C/KAB,,811200595,Compressor, $- ,Portable,2021
TPC-14C/KAB,,811200609,Condenser, $- ,Portable,2021
TPC-14C/KAB,,810800094,Condensor protector, $- ,Portable,2021
TPC-14C/KAB,,810800044,Condensor top bar, $- ,Portable,2021
TPC-14C/KAB,,810900470B,Control circuit board, $- ,Portable,2021
TPC-14C/KAB,,810700698,Deflector link, $ 0.50 ,Portable,2021
TPC-14C/KAB,,810900302A,Display board, $- ,Portable,2021
TPC-14C/KAB,,210703134,Drain Cap Tether, $ 2.75 ,Portable,2021
TPC-14C/KAB,,214106113D,Drain Hose Cap, $ 1.00 ,Portable,2021
TPC-14C/KAB,,810701207B,Electrical box, $- ,Portable,2021
TPC-14C/KAB,,810800052,Electrical box cover, $- ,Portable,2021
TPC-14C/KAB,,811200602,Evaporator, $- ,Portable,2021
TPC-14C/KAB,,8120120025A,Exhaust Hose, $ 12.30 ,Portable,2021
TPC-14C/KAB,,810900103A,Fan motor, $- ,Portable,2021
TPC-14C/KAB,,810900103A,Fan motor, $- ,Portable,2021
TPC-14C/KAB,,1170100037,Fan motor capacitor, $ 9.76 ,Portable,2021
TPC-14C/KAB,,1170100037,Fan motor capacitor, $ 9.76 ,Portable,2021
TPC-14C/KAB,,810700219,Fan of evaporator, $- ,Portable,2021
TPC-14C/KAB,,810700503A,Filter, $ 19.44 ,Portable,2021
TPC-14C/KAB,,810700514,Fixer of fan motor, $- ,Portable,2021
TPC-14C/KAB,,810700692,Fixer of motor, $- ,Portable,2021
TPC-14C/KAB,,810900031A,Float switch, $- ,Portable,2021
TPC-14C/KAB,,810700229,Front duct of condenser, $- ,Portable,2021
TPC-14C/KAB,,810700694M,Front panel, $- ,Portable,2021
TPC-14C/KAB,,210703297,Gasket of Cap, $ 2.00 ,Portable,2021
TPC-14C/KAB,,810700502A,Grill of evaporator, $- ,Portable,2021
TPC-14C/KAB,,810700507C,Horizon deflector 2, $ 3.84 ,Portable,2021
TPC-14C/KAB,,810700696B,Horizon deflector link 1, $ 4.56 ,Portable,2021
TPC-14C/KAB,,810700209A,"Hose inlet, 5""", $ 3.60 ,Portable,2021
TPC-14C/KAB,,810700045AA,"Hose outlet, oval 5""", $ 5.70 ,Portable,2021
TPC-14C/KAB,,810700515,lead of water, $- ,Portable,2021
TPC-14C/KAB,,810700505A,Left handle, $- ,Portable,2021
TPC-14C/KAB,,810700027,Lower drain plug, $ 1.54 ,Portable,2021
TPC-14C/KAB,,811302892,Panel sticker, $- ,Portable,2021
TPC-14C/KAB,,810900467,Power cord, $ 33.50 ,Portable,2021
TPC-14C/KAB,,810800086,Protect net, $ 4.04 ,Portable,2021
TPC-14C/KAB,,810700230,Rear duct of condenser, $- ,Portable,2021
TPC-14C/KAB,,8090950003B,Receiver board, $ 14.88 ,Portable,2021
TPC-14C/KAB,,810900604A,Remote controller, $ 9.81 ,Portable,2021
TPC-14C/KAB,,810700504A,Right handle, $- ,Portable,2021
TPC-14C/KAB,,8070130039,Sensor fixer, $- ,Portable,2021
TPC-14C/KAB,,1175032007,Sensor resistance, $ 8.04 ,Portable,2021
TPC-14C/KAB,,810700539,Splash disk, $- ,Portable,2021
TPC-14C/KAB,,810701097,Splash moter cover, $- ,Portable,2021
TPC-14C/KAB,,810900472,Splash motor, $- ,Portable,2021
TPC-14C/KAB,,1175032001B,Step motor, $ 21.60 ,Portable,2021
TPC-14C/KAB,,810700697,Support of deflector, $ 2.00 ,Portable,2021
TPC-14C/KAB,,810700501A,Top panel, $- ,Portable,2021
TPC-14C/KAB,,810700700A,Under Duct, $- ,Portable,2021
TPC-14C/KAB,,810700510A,Upper Duct, $- ,Portable,2021
TPC-14C/KAB,,1075110004AA,"Window slider kit, oval", $ 15.08 ,Portable,2021
TPC-14E/KA,,811201160,4-way valve subassembly, $- ,Portable,2021
TPC-14E/KA,,8170110005B,4-way valve wiring, $- ,Portable,2021
TPC-14E/KA,,810700512A,Air outlet part 1, $- ,Portable,2021
TPC-14E/KA,,810700513A,Air outlet part 2, $- ,Portable,2021
TPC-14E/KA,,810700223,Axis of fan, $- ,Portable,2021
TPC-14E/KA,,810700695E,Back panel, $- ,Portable,2021
TPC-14E/KA,,814100291C,Base, $- ,Portable,2021
TPC-14E/KA,,1085110009,Capacitor clamp, $- ,Portable,2021
TPC-14E/KA,,810900225,Capacitor of compressor, $ 17.01 ,Portable,2021
TPC-14E/KA,,811200598,Capillary, $- ,Portable,2021
TPC-14E/KA,,810701160,"caster, set of four", $ 3.92 ,Portable,2021
TPC-14E/KA,,810700228,Centrifugal fan, $ 10.00 ,Portable,2021
TPC-14E/KA,,1075090015,Clamp, $- ,Portable,2021
TPC-14E/KA,,811200595,Compressor, $- ,Portable,2021
TPC-14E/KA,,811200609,Condenser, $- ,Portable,2021
TPC-14E/KA,,810800094,Condensor protector, $- ,Portable,2021
TPC-14E/KA,,810800044,Condensor top bar, $- ,Portable,2021
TPC-14E/KA,,810900470B,Control circuit board, $- ,Portable,2021
TPC-14E/KA,,810700698,Deflector link, $ 0.50 ,Portable,2021
TPC-14E/KA,,810900302A,Display board, $- ,Portable,2021
TPC-14E/KA,,210703134,Drain Cap Tether, $ 2.75 ,Portable,2021
TPC-14E/KA,,214106113B,Drain Hose Cap, $ 0.35 ,Portable,2021
TPC-14E/KA,,810701207B,Electrical box, $- ,Portable,2021
TPC-14E/KA,,810800052,Electrical box cover, $- ,Portable,2021
TPC-14E/KA,,811200602,Evaporator, $- ,Portable,2021
TPC-14E/KA,,8120120025A,Exhaust Hose, $ 12.30 ,Portable,2021
TPC-14E/KA,,810900103A,Fan motor, $- ,Portable,2021
TPC-14E/KA,,810900103A,Fan motor, $- ,Portable,2021
TPC-14E/KA,,1170100037,Fan motor capacitor, $ 9.76 ,Portable,2021
TPC-14E/KA,,1170100037,Fan motor capacitor, $ 9.76 ,Portable,2021
TPC-14E/KA,,810700219,Fan of evaporator, $- ,Portable,2021
TPC-14E/KA,,810700503B,Filter, $ 13.44 ,Portable,2021
TPC-14E/KA,,810700514,Fixer of fan motor, $- ,Portable,2021
TPC-14E/KA,,810700692,Fixer of motor, $- ,Portable,2021
TPC-14E/KA,,810900031A,Float switch, $- ,Portable,2021
TPC-14E/KA,,810700229,Front duct of condenser, $- ,Portable,2021
TPC-14E/KA,,810700694J,Front panel, $- ,Portable,2021
TPC-14E/KA,,210703297,Gasket of Cap, $ 2.00 ,Portable,2021
TPC-14E/KA,,810700502H,Grill of evaporator, $ 16.88 ,Portable,2021
TPC-14E/KA,,810700507C,Horizon deflector 2, $ 3.84 ,Portable,2021
TPC-14E/KA,,810700696B,Horizon deflector link 1, $ 4.56 ,Portable,2021
TPC-14E/KA,,810700209A,"Hose inlet, 5""", $ 3.60 ,Portable,2021
TPC-14E/KA,,810700045AA,"Hose outlet, oval 5""", $ 5.70 ,Portable,2021
TPC-14E/KA,,810700515,lead of water, $- ,Portable,2021
TPC-14E/KA,,810700505A,Left handle, $- ,Portable,2021
TPC-14E/KA,22,810700027,Lower drain plug, $ 1.54 ,Portable,2021
TPC-14E/KA,,811302892,Panel sticker, $- ,Portable,2021
TPC-14E/KA,,810900467,Power cord, $ 33.50 ,Portable,2021
TPC-14E/KA,,810800086,Protect net, $ 4.04 ,Portable,2021
TPC-14E/KA,,810700230,Rear duct of condenser, $- ,Portable,2021
TPC-14E/KA,,8090950003B,Receiver board, $ 14.88 ,Portable,2021
TPC-14E/KA,,810900614A,Remote controller UYKQ-90, $ 9.81 ,Portable,2021
TPC-14E/KA,,810700504A,Right handle, $- ,Portable,2021
TPC-14E/KA,,8070130039,Sensor fixer, $- ,Portable,2021
TPC-14E/KA,,1175032007,Sensor resistance, $ 8.04 ,Portable,2021
TPC-14E/KA,,810700539,Splash disk, $- ,Portable,2021
TPC-14E/KA,,810701097,Splash moter cover, $- ,Portable,2021
TPC-14E/KA,,810900472,Splash motor, $- ,Portable,2021
TPC-14E/KA,,1175032001B,Step motor, $ 21.60 ,Portable,2021
TPC-14E/KA,,810700697,Support of deflector, $ 2.00 ,Portable,2021
TPC-14E/KA,,810700501A,Top panel, $- ,Portable,2021
TPC-14E/KA,,810700700A,Under Duct, $- ,Portable,2021
TPC-14E/KA,,810700510A,Upper Duct, $- ,Portable,2021
TPC-14E/KA,,1075110004AA,"Window slider kit, oval", $ 15.08 ,Portable,2021
TPC-14E/KAB,,811201160,4-way valve subassembly, $- ,Portable,2021
TPC-14E/KAB,,8170110005B,4-way valve wiring, $- ,Portable,2021
TPC-14E/KAB,,810700512A,Air outlet part 1, $- ,Portable,2021
TPC-14E/KAB,,810700513A,Air outlet part 2, $- ,Portable,2021
TPC-14E/KAB,,810700223,Axis of fan, $- ,Portable,2021
TPC-14E/KAB,,810700695,Back panel, $- ,Portable,2021
TPC-14E/KAB,,814100291C,Base, $- ,Portable,2021
TPC-14E/KAB,,1085110009,Capacitor clamp, $- ,Portable,2021
TPC-14E/KAB,,810900225,Capacitor of compressor, $ 17.01 ,Portable,2021
TPC-14E/KAB,,811200598,Capillary, $- ,Portable,2021
TPC-14E/KAB,,810701160,"caster, set of four", $ 3.92 ,Portable,2021
TPC-14E/KAB,,810700228,Centrifugal fan, $ 10.00 ,Portable,2021
TPC-14E/KAB,,1075090015,Clamp, $- ,Portable,2021
TPC-14E/KAB,,811200595,Compressor, $- ,Portable,2021
TPC-14E/KAB,,811200609,Condenser, $- ,Portable,2021
TPC-14E/KAB,,810800094,Condensor protector, $- ,Portable,2021
TPC-14E/KAB,,810800044,Condensor top bar, $- ,Portable,2021
TPC-14E/KAB,,810900470B,Control circuit board, $- ,Portable,2021
TPC-14E/KAB,,810700698,Deflector link, $ 0.50 ,Portable,2021
TPC-14E/KAB,,810900302A,Display board, $- ,Portable,2021
TPC-14E/KAB,,210703134,Drain Cap Tether, $ 2.75 ,Portable,2021
TPC-14E/KAB,,214106113D,Drain Hose Cap, $ 1.00 ,Portable,2021
TPC-14E/KAB,,810701207B,Electrical box, $- ,Portable,2021
TPC-14E/KAB,,810800052,Electrical box cover, $- ,Portable,2021
TPC-14E/KAB,,811200602,Evaporator, $- ,Portable,2021
TPC-14E/KAB,,8120120025A,Exhaust Hose, $ 12.30 ,Portable,2021
TPC-14E/KAB,,810900103A,Fan motor, $- ,Portable,2021
TPC-14E/KAB,,810900103A,Fan motor, $- ,Portable,2021
TPC-14E/KAB,,1170100037,Fan motor capacitor, $ 9.76 ,Portable,2021
TPC-14E/KAB,,1170100037,Fan motor capacitor, $ 9.76 ,Portable,2021
TPC-14E/KAB,,810700219,Fan of evaporator, $- ,Portable,2021
TPC-14E/KAB,,810700503A,Filter, $ 19.44 ,Portable,2021
TPC-14E/KAB,,810700514,Fixer of fan motor, $- ,Portable,2021
TPC-14E/KAB,,810700692,Fixer of motor, $- ,Portable,2021
TPC-14E/KAB,,810900031A,Float switch, $- ,Portable,2021
TPC-14E/KAB,,810700229,Front duct of condenser, $- ,Portable,2021
TPC-14E/KAB,,810700694M,Front panel, $- ,Portable,2021
TPC-14E/KAB,,210703297,Gasket of Cap, $ 2.00 ,Portable,2021
TPC-14E/KAB,,810700502A,Grill of evaporator, $- ,Portable,2021
TPC-14E/KAB,,810700507C,Horizon deflector 2, $ 3.84 ,Portable,2021
TPC-14E/KAB,,810700696B,Horizon deflector link 1, $ 4.56 ,Portable,2021
TPC-14E/KAB,,810700209A,"Hose inlet, 5""", $ 3.60 ,Portable,2021
TPC-14E/KAB,,810700045AA,"Hose outlet, oval 5""", $ 5.70 ,Portable,2021
TPC-14E/KAB,,810700515,lead of water, $- ,Portable,2021
TPC-14E/KAB,,810700505A,Left handle, $- ,Portable,2021
TPC-14E/KAB,,810700027,Lower drain plug, $ 1.54 ,Portable,2021
TPC-14E/KAB,,811302892,Panel sticker, $- ,Portable,2021
TPC-14E/KAB,,810900467,Power cord, $ 33.50 ,Portable,2021
TPC-14E/KAB,,810800086,Protect net, $ 4.04 ,Portable,2021
TPC-14E/KAB,,810700230,Rear duct of condenser, $- ,Portable,2021
TPC-14E/KAB,,8090950003B,Receiver board, $ 14.88 ,Portable,2021
TPC-14E/KAB,,810900604A,Remote controller, $ 9.81 ,Portable,2021
TPC-14E/KAB,,810700504A,Right handle, $- ,Portable,2021
TPC-14E/KAB,,8070130039,Sensor fixer, $- ,Portable,2021
TPC-14E/KAB,,1175032007,Sensor resistance, $ 8.04 ,Portable,2021
TPC-14E/KAB,,810700539,Splash disk, $- ,Portable,2021
TPC-14E/KAB,,810701097,Splash moter cover, $- ,Portable,2021
TPC-14E/KAB,,810900472,Splash motor, $- ,Portable,2021
TPC-14E/KAB,,1175032001B,Step motor, $ 21.60 ,Portable,2021
TPC-14E/KAB,,810700697,Support of deflector, $ 2.00 ,Portable,2021
TPC-14E/KAB,,810700501A,Top panel, $- ,Portable,2021
TPC-14E/KAB,,810700700A,Under Duct, $- ,Portable,2021
TPC-14E/KAB,,810700510A,Upper Duct, $- ,Portable,2021
TPC-14E/KAB,,1075110004AA,"Window slider kit, oval", $ 15.08 ,Portable,2021
TPW06CR19,,810701449,Back panel, $- ,Portable,2021
TPW06CR19,,810701555,Base, $- ,Portable,2021
TPW06CR19,,810701460,Bidirectional centrifugal fan, $ 18.48 ,Portable,2021
TPW06CR19,,810701447,Capacitor cover, $- ,Portable,2021
TPW06CR19,,810900542,Capacitor of compressor, $- ,Portable,2021
TPW06CR19,,811201912,Capillary, $- ,Portable,2021
TPW06CR19,,810701160,"caster, set of four", $ 3.92 ,Portable,2021
TPW06CR19,,810701547,Centrifugal fan, $- ,Portable,2021
TPW06CR19,,210736672,Clamp, $- ,Portable,2021
TPW06CR19,,811201861,Compressor, $- ,Portable,2021
TPW06CR19,,811202004,Condenser, $- ,Portable,2021
TPW06CR19,,810701446,Condenser duct, $- ,Portable,2021
TPW06CR19,,810900562B,Control circuit board, $- ,Portable,2021
TPW06CR19,,810701455,Deflector link, $- ,Portable,2021
TPW06CR19,,811201999,Discharge pipe, $- ,Portable,2021
TPW06CR19,,810900563,Display board, $- ,Portable,2021
TPW06CR19,,810701459,Display board cover, $- ,Portable,2021
TPW06CR19,,810701559,Electrical box, $- ,Portable,2021
TPW06CR19,,810800199,Electrical box cover, $- ,Portable,2021
TPW06CR19,,811201863,Evaporator, $- ,Portable,2021
TPW06CR19,,810701443,Evaporator duct cover, $- ,Portable,2021
TPW06CR19,,810701444,Evaporator duct wall, $- ,Portable,2021
TPW06CR19,,810701442,Evaporator lower duct, $- ,Portable,2021
TPW06CR19,,810701556,Evaporator tray, $- ,Portable,2021
TPW06CR19,,810701438,Evaporator upper duct, $- ,Portable,2021
TPW06CR19,,810701558,Exhaust Hose, $ 9.94 ,Portable,2021
TPW06CR19,,810900541,Fan motor, $- ,Portable,2021
TPW06CR19,,810900578,Fan motor capacitor, $- ,Portable,2021
TPW06CR19,,810701456,Filter, $ 12.96 ,Portable,2021
TPW06CR19,,810900031A,Float switch, $- ,Portable,2021
TPW06CR19,,810701457,"Hose inlet, 6""", $ 4.86 ,Portable,2021
TPW06CR19,,810701453,Horizon deflector A, $- ,Portable,2021
TPW06CR19,,810701454,Horizon deflector B, $- ,Portable,2021
TPW06CR19,,Horizon Deflector Kit,Horizon Deflector Kit, $- ,Portable,2021
TPW06CR19,,810701090,"Hose outlet, oval", $ 4.86 ,Portable,2021
TPW06CR19,,810700027,Lower drain plug, $ 1.54 ,Portable,2021
TPW06CR19,,810701451A,Left panel, $- ,Portable,2021
TPW06CR19,,810900614A,Remote controller UYKQ-90, $ 9.81 ,Portable,2021
TPW06CR19,,810701450,Lower front panel, $- ,Portable,2021
TPW06CR19,,1180200007,Nut, $- ,Portable,2021
TPW06CR19,,811306443A,Panel sticker, $ 4.38 ,Portable,2021
TPW06CR19,,810900443B,Power cord, $ 34.36 ,Portable,2021
TPW06CR19,,810800204,Protection net, $- ,Portable,2021
TPW06CR19,,810900518,Receiver board, $- ,Portable,2021
TPW06CR19,,810701299A,Upper drain cap, $ 1.30 ,Portable,2021
TPW06CR19,,810701452,Right panel, $- ,Portable,2021
TPW06CR19,,8070130039,Sensor fixer, $- ,Portable,2021
TPW06CR19,,1175032007-W,Sensor resistance, $- ,Portable,2021
TPW06CR19,,810701092A,Splash disk, $- ,Portable,2021
TPW06CR19,,810900371C,Splash motor, $- ,Portable,2021
TPW06CR19,,811201911,Suction pipe, $- ,Portable,2021
TPW06CR19,,810800197,Support bar, $- ,Portable,2021
TPW06CR19,,811800040,Tie, $- ,Portable,2021
TPW06CR19,,810701458B,Top panel, $- ,Portable,2021
TPW06CR19,,810700746A,"Window slider, oval", $ 17.40 ,Portable,2021
TPW06CR19,,810701437,Upper front panel, $- ,Portable,2021
TPW06CR19,,810701448,Vertical deflector, $- ,Portable,2021
TPW06CR19,,GSK5-6K,Window Foam Insulation Strips, $ 4.00 ,Portable,2021
TPW08CR19,1,810700505A,Left handle, $- ,Portable,2021
TPW08CR19,2,810700692,Fixer of motor, $- ,Portable,2021
TPW08CR19,3,1175032001B,Step motor, $ 21.60 ,Portable,2021
TPW08CR19,4,810700696B,Horizon deflector link 1, $ 4.56 ,Portable,2021
TPW08CR19,5,810700698,Deflector link, $ 0.50 ,Portable,2021
TPW08CR19,6,810700507C,Horizon deflector 2, $ 3.84 ,Portable,2021
TPW08CR19,7,811302893,Panel sticker, $ 4.38 ,Portable,2021
TPW08CR19,8,810700697,Support of deflector, $ 2.00 ,Portable,2021
TPW08CR19,9,810700501A,Top panel, $- ,Portable,2021
TPW08CR19,10,810900302A,Display board, $- ,Portable,2021
TPW08CR19,11,8090950003B,Receiver board, $ 14.88 ,Portable,2021
